text,label
"Judging by some of the comments in IMDB, I was expecting an action movie - perhaps a dramatic one or a stupid one or a simple one or a comicy one, but essentially an action movie.<br /><br />Whatever it is that I watched, it certainly didn't feel like a movie. The story is simple and straightforward (even though the prologue tries to make it seem complicated). Take three interest groups: 1) the government 2) the rebels 3) a group of assassins.<br /><br />Now subtract the first (they never appear in the movie). Then simply let one of the assassins, the princess, become a rogue on a revenge trip. Add in a rebel love-interest with a guilty conscience. And you've got the ingredients.<br /><br />But they still did not manage to turn it into a story or a movie. Between some random action sequences and some odd visuals trying to be Sci-Fi on a low budget, what you're left with is a feeling of emptiness. The movie just does not feel like a movie, but a weird, incoherent, boring dream.<br /><br />Avoid.<br /><br />2/10",0
"First and foremost, I loved the novel by Ray Bradbury. It's the kind of horror that gets under your skin and sticks with you later. It was one of his best books, with, you know, Fahrenheit 451 and Dandelion Wine. I as just hoping that this movie would be all right. It had lots of chances, with a great cast, like Jason Robards and Jonathn Pryce. And Bradbury even wrote the script himself. And on top of all that, it has PAM GRIER!<br /><br />How could it fail?<br /><br />There may be spoilers within.<br /><br />First of all, it was dumbed down. Much of the horror from the book was lost as Bradbury must have been forced to keep the violence to a minimum. All the visuals from the book...gone. Everything that made you squirm...gone.<br /><br />And then there's the acting. Like a lot of movies that Disney threw out in the 80s, the kids in this movie cannot act. And, this bugged me a lot, neither of them looked 13 but 9 or 10. Their strong friendship wasn't addressed. It was more like they were acquaintaces. <br /><br />You'd think Jason Robards and Jonathan Pryce could pull this off in their roles of Mr. Halloway and Mr. Dark. But here it's like they just don't care. All they want to do is somehow pay off some mortgage or something. This is far from being some of their best performances. <br /><br />Pam Grier was fine as the witch, but the charecter of the Dust Witch herself wasn't well pulled off. She's a lot less evil and doesn't have the presence as she did in the book. <br /><br />And everything that was left out of the book. The ballon night chase, the marking of Jim's house, the real death of Mr. Dark, what happened to Mr. Coogan on the merry-go-round, the fate of the lightening rod salesman, the real death of the witch, and oh so much more. <br /><br />And the special effects were bad, even for the 80s. The merry-go-round of doom for one thing with the superimposed horses going around wasn't really creepy, and that weird green mist that really had nothing to do with anything. <br /><br />I could keep going about how this movie ripped apart the original novel, but it makes blood boil. Don't see this movie but read the book. It's a classic of Bradbury.",0
"The first time I saw this film in the theatre at a foreign film festival, I thought it intriguing, fascinating, the sensitive bi-sexual artist. So very European, so very Dutch! I recently rented it for a second viewing and could hardly keep from laughing at that overworked theme of the mad writer with a religious-sexual orientation persecution complex. Get a grip! This guy is a freeloader, living off of society. I suspect that the real reason he is having these fantasy-nightmares about the ""spiderwoman"" is that his guilt complex is kicking in after year's of ignoring mother's advice about getting into cars (and bed) with strangers! Not only is he making outrageous sums of (probably taxfree) loot for making up stories (lying guilt trip) but he is too cheap to pay for a hair cut, hence he hustles the beauty salon owner. Then he has the nerve to complain about the bill! But I also suspect the world has changed alot since this film was made. On a serious note it was entertaining to see some of Jan de Bont's camera work and one of Paul Verhoeven's earlier films. Hmmm, maybe the world hasn't changed so very much after all?",1
"It's Die Hard meets Cliffhanger when a ski resort is besieged by terrorists and it's up to one cop, Jack (Crackerjack) to stop this.<br /><br />A B-action movie that borrows from other films and is quite good with pretty good action, a ridiculous plot (as always in these movies) and three fine stars. Thomas Ian Griffith as the cop and Nastasja Kinski and Christopher Plummer as terrorists. If you don't like stupid B-action movies this is not for you.",0
"Not having seen the film in the original theater release, I was happily surprised when the DVD arrived, since this film did not have the wide distribution it merited.<br /><br />Denzel Washington directorial debut and the finished product have nothing to envy other films about the same theme by more accomplished directors. The film has a very professional look. It shows that Mr. Washington has learned a lot being on the other side of the camera. He brings a different angle to this film.<br /><br />One of the best things the film has is, without a doubt, the fine performance by Derek Luke. He is an actor who, with the right guidance, will go far, no doubt. His take on the troubled young man, at this point of his life, in turmoil and suffering for a bad hand life, up to now, has dealt him, is very true. His Antwone is a fine portrait of a man in pain who is basically very good and has so much to give, but no one seems to see that side of his character.<br /><br />At the worst time of his despair, Antwone is sent to Dr. Davenport, played by Mr. Washington, in a very sober, if somehow subdued manner. Because of the angst within Antwone, he misses the opportunity of opening himself to this man, who wants to help, but because of the constrains placed on his office, just have three sessions and then has to dismiss his patient.<br /><br />Things work out, as Antwone is able to convince the doctor to keep on working with him. Antwone's past is revealed in detail. The abuse he suffers at the hands of Mrs. Tate, his foster mother, is brutal, to say the least. The attempt at the hand of an older woman in the Tate's household of a sexual molestation, gives Antwone a bitter taste that stays with him throughout his adult life, as he has been scarred by the shame he carries with him.<br /><br />Antwone finds love at last with Cheryl, who is patient enough to make him see a different world by the love she and support she gives him.<br /><br />The lead performances are very good indeed. Denzel Washington's Dr. Davenport has his own problems too. He is not a happy camper either. He can help Antwone, but he cannot help himself, or his relationship with an adoring wife. <br /><br />The talent in the film is incredible. Joy Bryant makes a fine Cheryl. Novella Nelson, who is a fine actress is superb as Mrs. Tate, the abusing foster mother.<br /><br />The reunion of Antwone with his unknown family is a bit too sugary and sentimental, but of course, if one is to believe that Fisher finds happiness at last, one has to accept that part of the film as well.",1
"No other movie has made me feel like this before... and I don't feel bad. Like, I don't want my money back or the time that I waited to watch this movie (9 months) nor do I feel bad about using two hours of a sunny summer day in order to view this ______. The reason I say ""_____"" is because no matter how hard I wrack my brain I just can't seem to come up with a word in ANY of the seven languages that movie was in to sum it up. I have no idea what was going on the entire time and half way through the movie I needed a breather. No movie has ever done this to me before. Never in my life have I wanted cauliflower, milk, and baguettes this much. Thank you. - Ed<br /><br />Uh. *clears throat* No words. No thoughts. I don't know. I truly don't know. - Cait",1
"Being a big fan of the ""other"" PLANET OF THE APES films, I rented this DVD despite my aversion to all things Tim Burton. Once again, he doesn't fail to disappoint with his uninspired direction. Even the ape makeup looks second rate, which is unforgivable considering the monstrous budget of this monstrosity. Mark Wahlberg proves once and for all that he is not an actor (as if BOOGIE NIGHTS wasn't proof enough). I was embarrassed for genuine talents such as Tim Roth and Helena Bonham Carter. No doubt their paychecks motivated them since it couldn't possibly have been the cliche-ridden screenplay. I rented this DVD on a special $1 night and I still feel ripped off.",0
"The first review I saw of Page 3 said ""what is madhur bhandarkar finally wants to say?"". Should he say something so decisive.<br /><br />The most beautiful thing about Page 3 is it doesn't take sides. No propaganda whatsoever. This is the film that captures so many angles of an issue(I don't know what do I call as an ""issue"" here) and yet like any mediocre movie doesn't come up with an solution. I was so intrigued when I realized that the movie ended almost in the same scenario just like it started.<br /><br />The movie defines so many characters who are completely with completely different priorities and different ideologies and yet they are all a part of the system which is all the more apathetic. I wish i can say more but there would be more spoilers ahead. So watch Page 3 if you wanna see one of the most mature films of the recent times.",1
"This is of of Sammo's great early comedy films. This isn't a parody of enter the dragon, the main character (Sammo) is obsessed with Bruce Lee and emulates him freakishly well for a man of his size. Nominal story about how his fighting keeps causing his loved ones trouble - then fighting. Oh, the fighting. Good, fast-paced scenes with high impact (the white guy who plays a boxer looks like he really gets hurt by one of Sammo's kicks).<br /><br />The funniest bit of this movie was purely unintentional. There is a Jim Kelly looking guy (one of three experts hired to take out Sammo), but he was a Chinese guy in blackface with an afro-wig. Come on, didn't they have any real black people in Hong Kong in 1978? Well, I guess I've seen enough white fake-as-hell ""Chinese people"" in old American movies too.<br /><br />This is one is for any Sammo or Bruce Lee fan.",1
"""The Invisible Ray"" is part science fiction and part horror. It was also the third of seven Karloff/Lugosi features. In this entry the dominant role goes to Boris Karloff.<br /><br />Through specially designed astronomical equipment, Dr. Janos Rukh (Karloff) demonstrates to colleagues Dr. Felix Benet (Bela Lugosi), Sir Frances Stevens (Walter Kingsford), his wife Lady Stevens (Beulah Bondi) and their nephew Ronald Drake (Frank Lawton), that a meteorite containing a powerful element, landed on the African continent many millions of years in the past. Rukh impresses his guests who invite him to accompany them on an expedition to Africa to find the mysterious element.<br /><br />Rukh goes off on his own and discovers the place where the meteorite landed and the element which he names ""Radium X"". Due to Rukh's long absences, his comely young wife Diana (Frances Drake) becomes attracted to Drake and the two fall in love. Meanwhile Rukh becomes contaminated by Radium X to the point that anyone he touches will die instantly. The contamination causes his skin to emit a bright glow in the dark.<br /><br />Rukh goes to Benet for help. Benet devises an antidote which if taken on a daily basis, will provide temporary immunity to the element. Unfortuneatly, the deadly element also affects Rukh's brain, slowly turning him into a vindictive murderer.<br /><br />While Rukh is continuing his work, Sir Frances takes news of the discovery back to France. Diana and Ronald accompany him. When Benet informs him of this action, Rukh accuses the party of betraying him and his discovery and secretly plans his revenge. When he returns to France he learns of the healing power of Radium X as he cures his mother's (Violet Kemble Cooper) blindness and of Benet's work in curing the maladies of his patients.<br /><br />But Rukh's madness intensifies. First he murders an innocent man whom is identified as Rukh. Upon hearing of Rukh's apparent demise, Diana and Ronald marry. This angers Rukh and he begins to exact his revenge on the five other members of the expedition. One night he is lured into a trap set by Benet and...........<br /><br />Karloff is excellent in the lead role moving from a happily married ambitious scientist to a raving maniac. Lugosi has a straight role for once and does what he can with the limited part.<br /><br />At 79 minutes this film was the second longest of the six Karloff/Lugosi collaborations. Karloff's film all the way.",1
"With the exception of FAMILY, this new season is worse than Season One. I can't imagine what they are thinking. As a fan of horror, can tolerate a lot of gore and mindless mayhem, but this series gets worse with each outing. I can't imagine how disheartening it must be for the actors and crew to go to work each day, toiling to churn out such crap. STORY! Is that too much to ask for? CHARACTER! How can we give damn about the fate of ANYONE in these stories? If we are not engaged, who cares if they get carved up or whatever? Almost every episode ends with mindless blood letting, going for gross out shock without any sense of revelation or conclusion or REASON why we have been subjected to an hour of bloodletting. Even Dante's effort this season had some disturbing sexist violence and wandered off to a pointless conclusion. Ironically, the production values and performances tend to be up to speed, while the content is utter crap. I have great hopes for Exec Producer's Garris's VALARIE UNDER THE STAIRS, but we shall see.",0
"We viewed the vcr and found it to be fascinating. Not knowing anything about this true story, I thought: ""Oh, no, P.Brosnan as an American Indian ('red' Indian in the film), what a bad choice"" until I discovered the truth about Grey Owl. The film does a good job of demonstrating the dignity of these native peoples and undermining the racist myths about them. And Annie Galipeau, WOW, what a beauty, and very convincing as an Indian woman (I believe she is French-Canadian; she sure reverts to the all-too familiar speech of such). In spite, of Brosnan's detached, grunting style, in the end he comes through convincingly as a passionate, dedicated man. The plot is a little weak in demostrating his conversion from trapper to animal coservationist. Good film, highly recommended.",1
"With lots of sunshine, gauzy light and shadow filtering through windows and into rooms, tracking shots moving through crowds with hand-held camera, quick-paced editing and extreme close-ups here and there, the photography is the thing in this interesting, artistically done film.<br /><br />The plot of this film starts out as a bit of fluff about a beauty contest. The film begins on a warm Sunday at the local swimming pool, where we meet the lovely Lucienne aka Lulu (played by Louise Brooks) - a bit of a show-off in front of the gawking men by poolside, she soon decides to enter herself to represent France in the Miss Europe beauty contest, much to the chagrin of her very jealous, stick-in-the-mud fiancé (a pretty annoying fellow, really). Strutting down the runway the ten contestants display themselves in swimsuits, while the winner is chosen as the contestant who receives the longest applause (I was wondering, couldn't the girls just walk slower to prolong their length of time - and thus applause - on the catwalk?!). Lulu is soon being chased by a Prince and a Maharaja, but her hot-headed beau doesn't like the attentions paid to her by other men or her adoring public, for that matter (I guess he just wants her in his house, cooking his meals, and staying out of sight, eh?!).<br /><br />Louise Brooks is beautiful and charming, her presence helps enhance this film, but it's really the way it is photographed that held my interest the most. A bit distracting is the odd dubbed sound, which is a bit off. The print on this version looked very clear and full of nice contrast though. Watching this I just tried to overlook the sound problems and watch the film visually, and I found the movie to be excellent, well worth seeing.",1
"All the talent Mr. Sooraj Barjatya showed in his first 3 movies, I thought were all an accident because his 4th one Main prem ki diwani hoon was so bad. But I have to say it wasn't an accident. This guy is talented and the way he has done Vivah is just brilliant. Right from the first scene it affects you. the sequences between shahid and amrita are awesome. The chemistry between these two actors gives glimpses of that between srk and kajol. As usual Alok Nath as the good and loving father is fantastic, so is Anupam Kher. But its a Shahid-Amrita film.Amrita looks good in most scenes though shahid does look a little young to get married but he does a good job of a shy but yet morally strong groom. this movie will especially be liked by those who has gone through such beautiful moments in their life. All in all a brilliant film. hats off to Mr. Sooraj Barjatya...",1
"I hate to be the one to rain on a parade (even a small one like this) but from the very first scene, you could tell this film was going to be absolute shite. Its a shame really, as I quite like Martin Freeman and Danny dyer. I was intrigued as to how they would mix in a film together, but to my dismay, they did not even have a scene together!! I think I need to repeat this - The two lead actors (who stand side by side on the advertisement posters and DVD covers) did not have one scene together!!!! They did not speak to each other and never appeared on screen at the same time. Just about sums up this poor excuse for a movie. False advertisement.<br /><br />The dialogue was painful, every single character in the movie was unrealistic, and un-human like. The scenarios were far fetched, the plot was crap, the jokes were thin, Freeman tried too hard to be funny (and played a poor mans Tim from The office), nobody was likable, and worst of all, some of the characters were so annoying that it almost drove me to switch off, as I couldn't bear to watch, or listen to them any longer.<br /><br />This low budget stinker was an epic fail. Even Danny Dyer couldn't inject some humour and charm into this, but bless, he tried. What a waste of time.<br /><br />How anybody could rate this movie as 'ten stars' is beyond me. Ten Stars? Seriously? Come on....I won't even give some of the greats ten stars, as ten stars implies that a movie was perfect. This film was far from perfect, almost the opposite, meaning that it was almost completely dire throughout.<br /><br />Watch it if you like, but if you've seen a lot of movies, and watched a lot of great movies, your review will probably similar to mine.<br /><br />1/10",0
"This is almost the worst film you will ever see! 2012 Doomsday currently pulls the rug from under this one, for me. The props are a perfect example of what Frank Zappa once referred to as 'cheepnis.' It looks as if the space scenes were made in a 1950s power station, just prior to demolition. The music really sucks. The acting is wooden and ham. The characters they portray are shallow and unconvincing. The plot is predictable. It is immediately and brazenly obvious when they copy techniques and ideas from other films. The quality of direction beggars belief.<br /><br />But you have to see it, if only to experience what has to be one of the biggest wastes of a tiny budget ever. This is a priceless example of a stupid movie!",0
"The movie confuses religious ethics and ideals so much that it fails to create coherent argument against the death penalty on any level. By presenting the lawful execution of a convicted murder as the catalyst for the apocalyptic end of mankind the movie elevates a parent killer to the status of martyr for Christ. Somehow, according to the plot, god is outraged that society has chosen to rid it's self of a fanatic who killed his own parents by starting them on fire while they slept defenselessly in their beds. Yet this same god has no indignation for the acts of the killer. The lead character, an nonreligious pregnant suicidal woman, ultimately gives her own life in a defiant but implausible attempt to unsuccessfully save this convicted killer. In other threads of the underdeveloped plot Jesus comes back as a powerless and frustrated vagabond to symbolically unleash the wrath of God. The modern lackluster incarnation of Christ not just dehumanizes him but mocks the messianic ideal of all religions as well. He is unable to affect humanity for good and unemotionally skates the edges of life waiting for mankind to destroy it's self. Meanwhile, with little help from Jesus the mentally unstable pregnant woman finds herself with the ability to reincarnate herself into her newly born soulless child which somehow saves all of mankind from the wrath of the almighty. I also interpreted that as a statement in support of abortion on some levels. This movie which attempts to weave many religious themes into a thriller fails to make any religious point that I could clearly interpret except to mock people's beliefs. It raises many questions that it never even attempts to answer. It disregards the religious values of its audience while attempting to portray an asinine version of their fulfillment. Silly",0
"I've almost forever been against the inclusion of songs in a movie. My belief was that the quality of the film would automatically be improved if only those extremely annoying songs would be axed. However, things have quickly changed after watching that horrible Black (no songs) & this movie, Page 3 (plenty of songs). While Black was weak to an extreme, Page 3 delivers a gripping story with some strong acting & good direction. The songs were almost incidental & blended in almost seamlessly with the film. There certainly weren't any women getting sprayed with water for no apparent reason from mysterious water sources while gyrating wildly on the streets at night.<br /><br />I was pleasantly surprised with the bold and unabashed approach used by the director. There was no glossing over of anything and almost every scene was completely believable.<br /><br />I'd recommend this films for Hindi-speaking people with at least a slight understanding of Mumbai life. The former because the English subtitling was below par and contained many errors which, at times, completely reversed the meaning of the actual statement. The latter because you'll definitely appreciate the accuracy of the depiction once you've lived it yourself.<br /><br />I'd definitely rank this as a work worthy of international recognition. The scenes with the gossiping drivers was a nice touch and it served simultaneously as a source of genuine humour as well as another perspective on the whole mishmash. The movie does fall short in a few places though, where the characters sometimes say the most inexplicable things which detract from the overall direction of the film.<br /><br />I also thought that a couple of the sadder scenes were not done very well. It was a touch amusing to watch, rather than arouse any feelings of sadness & the whole scene tended to come across as a bit foolish. These are minor issues though, because the film, on the whole, is truly a rare treat to watch.<br /><br />Overall, it's a cynical, pessimistic outlook and a refreshing one at that! Actors, not 'heroes' - that's the key. A chance to glimpse believable human beings in an extraordinary setting - everyday life. A behind-the-scenes look at the extent of the depravity and a rare ray of hope for Indian cinema.<br /><br />8/10.",0
"Seriously, I've read some of the reviews on this film, and I have to ask, were you people watching the same movie.<br /><br />Yes, I give the set directors a lot of credit for being able to recreate 1930 vintage Los Angeles, but so what? <br /><br />None of the characters are likable, the story seems aimless, Karen Black is simply not a very good actress. Donald Sutherland is just icky. (and his character ""Homer Simpson"" makes me wish for the animated version. D'oh!) Then you had the creepy child actor, the creepier Billy Barty, and so on.<br /><br />This is one of those films cinema buffs love and the rest of us look at each other and go, ""What the heck!""",0
"This movie was exactly what I expected, not great, but also not that bad either. In my opinion PG13 movies aren't scary enough so that's why I already knew I was going to be bored throughout the entire film. Sure there were scary things going on in the hotel room, but nothing we all haven't already seen. I guess I didn't like it because I thought there were too many twists and turns happening; it got old and repetitive. I also didn't understand if all the things Cusack was experiencing in the room was real or not. There is no explanation for any of the events that occurred. The movie just drags on and when it finally does come to an end you want it to keep going because you are still waiting around for someone to tell you what the whole movie was about. What I did like was the special effects. Other than that there wasn't much enjoyment from it. Maybe its just me but I thought this was below average.",0
